kategori,satis_turu,siparis_no,siparis_tarihi,siparisi_veren,kurulum_yeri,il,urun_modeli,urun_adi,litre,seri_no,teslim_suresi,teslim_tarihi,irsaliye_tarihi,aciklama,solusyon_fatura,bidon_acilisi,uts_no
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3105,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3106,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3107,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3108,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3109,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3110,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3111,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3112,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3113,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3114,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3115,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3116,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3117,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3118,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3119,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3120,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3121,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3122,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3123,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3124,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3125,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3126,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3127,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3128,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3129,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3130,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3131,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3132,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3133,,,,,,,
KARTUS,ÖZEL,2023/95,2023-08-14,KİLİS ALAADDİN YAVAŞÇA DEVLET HASTANESİ,,KİLİS,,KARTUŞ,,2023/07-3134,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3135,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3136,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3137,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3138,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3139,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3140,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3141,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3142,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3143,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3144,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3145,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3146,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3147,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3148,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3149,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3150,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3151,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3152,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3153,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3154,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3155,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3156,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3157,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3158,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3159,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3160,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3161,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3162,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3163,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3164,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3165,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3166,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3167,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3168,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3169,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3170,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3171,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3172,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3173,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3174,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3175,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3176,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3177,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3178,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3179,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3180,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3181,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3182,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3183,,,,,,,
KARTUS,YURTDIŞI,2023/96,2023-08-21,IRAK,,IRAK,,KARTUŞ,,2023/07-3184,,,,,,,
KARTUS,YURTDIŞI,2023/97,2023-08-20,ARNAVUTLUK,,ARNAVUTLUK,,KARTUŞ,,2023/07-3185,,,,,,,
KARTUS,YURTDIŞI,2023/97,2023-08-20,ARNAVUTLUK,,ARNAVUTLUK,,KARTUŞ,,2023/07-3186,,,,,,,
KARTUS,YURTDIŞI,2023/97,2023-08-20,ARNAVUTLUK,,ARNAVUTLUK,,KARTUŞ,,2023/07-3187,,,,,,,
KARTUS,YURTDIŞI,2023/97,2023-08-20,ARNAVUTLUK,,ARNAVUTLUK,,KARTUŞ,,2023/07-3188,,,,,,,
KARTUS,YURTDIŞI,2023/97,2023-08-20,ARNAVUTLUK,,ARNAVUTLUK,,KARTUŞ,,2023/07-3189,,,,,,,
KARTUS,YURTDIŞI,2023/97,2023-08-20,ARNAVUTLUK,,ARNAVUTLUK,,KARTUŞ,,2023/07-3190,,,,,,,
KARTUS,YURTDIŞI,2023/97,2023-08-20,ARNAVUTLUK,,ARNAVUTLUK,,KARTUŞ,,2023/07-3191,,,,,,,
KARTUS,YURTDIŞI,2023/97,2023-08-20,ARNAVUTLUK,,ARNAVUTLUK,,KARTUŞ,,2023/07-3192,,,,,,,
KARTUS,YURTDIŞI,2023/97,2023-08-20,ARNAVUTLUK,,ARNAVUTLUK,,KARTUŞ,,2023/07-3193,,,,,,,
KARTUS,YURTDIŞI,2023/97,2023-08-20,ARNAVUTLUK,,ARNAVUTLUK,,KARTUŞ,,2023/07-3194,,,,,,,
KARTUS,YURTDIŞI,2023/97,2023-08-20,ARNAVUTLUK,,ARNAVUTLUK,,KARTUŞ,,2023/07-3195,,,,,,,
KARTUS,YURTDIŞI,2023/97,2023-08-20,ARNAVUTLUK,,ARNAVUTLUK,,KARTUŞ,,2023/07-3196,,,,,,,
KARTUS,YURTDIŞI,2023/97,2023-08-20,ARNAVUTLUK,,ARNAVUTLUK,,KARTUŞ,,2023/07-3197,,,,,,,
KARTUS,YURTDIŞI,2023/97,2023-08-20,ARNAVUTLUK,,ARNAVUTLUK,,KARTUŞ,,2023/07-3198,,,,,,,
KARTUS,YURTDIŞI,2023/97,2023-08-20,ARNAVUTLUK,,ARNAVUTLUK,,KARTUŞ,,2023/07-3199,,,,,,,
KARTUS,YURTDIŞI,2023/97,2023-08-20,ARNAVUTLUK,,ARNAVUTLUK,,KARTUŞ,,2023/07-3200,,,,,,,
KARTUS,YURTDIŞI,2023/97,2023-08-20,ARNAVUTLUK,,ARNAVUTLUK,,KARTUŞ,,2023/07-3201,,,,,,,
KARTUS,YURTDIŞI,2023/97,2023-08-20,ARNAVUTLUK,,ARNAVUTLUK,,KARTUŞ,,2023/07-3202,,,,,,,
KARTUS,YURTDIŞI,2023/97,2023-08-20,ARNAVUTLUK,,ARNAVUTLUK,,KARTUŞ,,2023/07-3203,,,,,,,
KARTUS,YURTDIŞI,2023/97,2023-08-20,ARNAVUTLUK,,ARNAVUTLUK,,KARTUŞ,,2023/07-3204,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3205,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3206,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3207,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3208,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3209,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3210,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3211,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3212,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3213,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3214,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3215,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3216,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3217,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3218,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3219,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3220,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3221,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3222,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3223,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3224,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3225,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3226,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3227,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3228,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3229,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3230,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3231,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3232,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3233,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3234,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3235,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3236,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3237,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3238,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3239,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3240,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3241,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3242,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3243,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3244,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3245,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3246,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3247,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3248,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3249,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3250,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3251,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3252,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3253,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3254,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3255,,,,,,,
KARTUS,YURTDIŞI,2023/98,2023-08-21,ÖZBEKİSTAN,,ÖZBEKİSTAN,,KARTUŞ,,2023/07-3256,,,,,,,
KARTUS,ÖZEL,2023/99,2023-08-23,LOKMAN HEKİM HASTANESİ,,İSTANBUL,,KARTUŞ,,2023/07-3257,,,,,,,
KARTUS,ÖZEL,2023/99,2023-08-23,LOKMAN HEKİM HASTANESİ,,İSTANBUL,,KARTUŞ,,2023/07-3258,,,,,,,
KARTUS,ÖZEL,2023/99,2023-08-23,LOKMAN HEKİM HASTANESİ,,İSTANBUL,,KARTUŞ,,2023/07-3259,,,,,,,
KARTUS,ÖZEL,2023/99,2023-08-23,LOKMAN HEKİM HASTANESİ,,İSTANBUL,,KARTUŞ,,2023/07-3260,,,,,,,
KARTUS,ÖZEL,2023/99,2023-08-23,LOKMAN HEKİM HASTANESİ,,İSTANBUL,,KARTUŞ,,2023/07-3261,,,,,,,
KARTUS,ÖZEL,2023/99,2023-08-23,LOKMAN HEKİM HASTANESİ,,İSTANBUL,,KARTUŞ,,2023/07-3262,,,,,,,
KARTUS,ÖZEL,2023/99,2023-08-23,LOKMAN HEKİM HASTANESİ,,İSTANBUL,,KARTUŞ,,2023/07-3263,,,,,,,
KARTUS,ÖZEL,2023/99,2023-08-23,LOKMAN HEKİM HASTANESİ,,İSTANBUL,,KARTUŞ,,2023/07-3264,,,,,,,
KARTUS,ÖZEL,2023/99,2023-08-23,LOKMAN HEKİM HASTANESİ,,İSTANBUL,,KARTUŞ,,2023/07-3265,,,,,,,
KARTUS,ÖZEL,2023/99,2023-08-23,LOKMAN HEKİM HASTANESİ,,İSTANBUL,,KARTUŞ,,2023/07-3266,,,,,,,
KARTUS,ÖZEL,2023/100,2023-08-24,A HOSPİTAL SAĞLIK HİZM. TİC. LTD.ŞTİ.,,İSTANBUL,,KARTUŞ,,2023/07-3267,,,,,,,
KARTUS,ÖZEL,2023/100,2023-08-24,A HOSPİTAL SAĞLIK HİZM. TİC. LTD.ŞTİ.,,İSTANBUL,,KARTUŞ,,2023/07-3268,,,,,,,
KARTUS,ÖZEL,2023/100,2023-08-24,A HOSPİTAL SAĞLIK HİZM. TİC. LTD.ŞTİ.,,İSTANBUL,,KARTUŞ,,2023/07-3269,,,,,,,
KARTUS,ÖZEL,2023/100,2023-08-24,A HOSPİTAL SAĞLIK HİZM. TİC. LTD.ŞTİ.,,İSTANBUL,,KARTUŞ,,2023/07-3270,,,,,,,
KARTUS,ÖZEL,2023/100,2023-08-24,A HOSPİTAL SAĞLIK HİZM. TİC. LTD.ŞTİ.,,İSTANBUL,,KARTUŞ,,2023/07-3271,,,,,,,
KARTUS,ÖZEL,2023/100,2023-08-24,A HOSPİTAL SAĞLIK HİZM. TİC. LTD.ŞTİ.,,İSTANBUL,,KARTUŞ,,2023/07-3272,,,,,,,
KARTUS,ÖZEL,2023/100,2023-08-24,A HOSPİTAL SAĞLIK HİZM. TİC. LTD.ŞTİ.,,İSTANBUL,,KARTUŞ,,2023/07-3273,,,,,,,
KARTUS,ÖZEL,2023/100,2023-08-24,A HOSPİTAL SAĞLIK HİZM. TİC. LTD.ŞTİ.,,İSTANBUL,,KARTUŞ,,2023/07-3274,,,,,,,
KARTUS,ÖZEL,2023/100,2023-08-24,A HOSPİTAL SAĞLIK HİZM. TİC. LTD.ŞTİ.,,İSTANBUL,,KARTUŞ,,2023/07-3275,,,,,,,
KARTUS,ÖZEL,2023/100,2023-08-24,A HOSPİTAL SAĞLIK HİZM. TİC. LTD.ŞTİ.,,İSTANBUL,,KARTUŞ,,2023/07-3276,,,,,,,
KARTUS,ÖZEL,2023/100,2023-08-24,A HOSPİTAL SAĞLIK HİZM. TİC. LTD.ŞTİ.,,İSTANBUL,,KARTUŞ,,2023/07-3277,,,,,,,
KARTUS,ÖZEL,2023/100,2023-08-24,A HOSPİTAL SAĞLIK HİZM. TİC. LTD.ŞTİ.,,İSTANBUL,,KARTUŞ,,2023/07-3278,,,,,,,
KARTUS,ÖZEL,2023/100,2023-08-24,A HOSPİTAL SAĞLIK HİZM. TİC. LTD.ŞTİ.,,İSTANBUL,,KARTUŞ,,2023/07-3279,,,,,,,
KARTUS,ÖZEL,2023/100,2023-08-24,A HOSPİTAL SAĞLIK HİZM. TİC. LTD.ŞTİ.,,İSTANBUL,,KARTUŞ,,2023/07-3280,,,,,,,
KARTUS,ÖZEL,2023/100,2023-08-24,A HOSPİTAL SAĞLIK HİZM. TİC. LTD.ŞTİ.,,İSTANBUL,,KARTUŞ,,2023/07-3281,,,,,,,
KARTUS,ÖZEL,2023/100,2023-08-24,A HOSPİTAL SAĞLIK HİZM. TİC. LTD.ŞTİ.,,İSTANBUL,,KARTUŞ,,2023/07-3282,,,,,,,
